Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux)
20240508152001,1.11,1009.73,27.66,72.9,15436.82
20240508153001,0.99,1010.51,29.51,62.98,28521.77
20240508154001,0.6,1010.46,28.67,64.92,20711.9
20240508155001,0.24,1010.59,28.64,64.26,17358.32
20240508160001,0.23,1009.04,34.1,46.19,27846.85
20240508161001,0.29,1008.6,35.42,44.3,35494.76
20240508162001,0.22,1008.03,35.28,46.26,28997.75
20240508163001,0.27,1008.39,35.17,44.37,29351.03
20240508164001,0.94,1009.68,34.51,45.09,43591.06
20240508165001,1.72,1009.74,32.15,50.4,39189.14
20240510090001,0.04,1009.75,35.98,55.24,55444.8
20240510091001,0.91,1008.74,23.75,103.7,3613.09
20240510092001,1.32,1009.67,23.69,99.44,8716.28
20240510093001,1.39,1009.15,25.14,95.01,13312.92
20240510094001,0.86,1008.2,26.22,101.81,14689.29
20240510095001,1.47,1006.89,28.0,96.76,18314.46
20240510100001,1.37,1007.98,25.44,97.84,12119.3
20240510101001,0.96,1007.66,26.96,96.76,12664.42
20240510102001,0.64,1007.53,28.02,93.17,14568.04
20240510103001,0.88,1007.06,28.34,93.23,14670.4
20240510104001,1.03,1007.25,30.76,83.43,26996.82
20240510105001,1.38,1007.82,31.65,70.62,34192.94
20240510110001,1.08,1007.39,37.36,47.6,50631.6
20240510111001,0.16,1008.86,24.7,100.43,6019.81
20240510112001,0.24,1010.35,23.77,100.73,7039.62
20240510113001,0.21,1010.14,25.83,92.14,13087.53
20240510114001,0.1,1009.9,26.46,96.38,20169.4
20240510115001,0.12,1008.97,27.51,89.22,13899.27
20240510120001,0.21,1010.02,25.99,90.36,14722.23
20240510121001,0.14,1009.95,26.71,86.17,13936.7
20240510122001,0.11,1009.68,27.67,84.37,16735.35
20240510123001,0.06,1009.36,28.22,84.91,17175.68
20240510124001,0.07,1009.52,31.02,71.78,28784.3
20240510125001,0.06,1009.59,32.66,63.0,34938.47
20240510130001,0.06,1009.41,38.64,42.63,63547.17
20240510131001,1.6,1009.91,22.16,84.52,-1282.03
20240510132001,2.21,1010.27,24.31,76.23,9632.38
20240510133001,2.63,1009.9,25.91,69.47,17774.71
20240510134001,1.71,1009.56,26.12,73.3,14865.92
20240510135001,2.0,1009.19,28.95,61.99,22311.8
20240510140001,2.36,1009.88,26.74,66.7,21367.16
20240510141001,2.11,1009.31,27.13,64.18,14545.3
20240510142001,1.94,1009.83,27.59,61.18,19694.22
20240510143001,1.95,1009.53,27.69,61.48,18171.48
20240510144001,2.13,1009.39,30.97,52.85,32918.63
20240510145001,1.98,1009.9,32.16,49.04,43075.12
20240510150001,1.77,1009.88,36.59,36.96,65789.71
20240510151001,1.58,1010.08,24.03,77.11,10236.03
20240510152001,1.55,1010.15,25.38,73.91,9194.83
20240510153001,2.06,1011.08,26.16,62.61,20680.9
20240510154001,1.34,1010.73,26.11,69.88,17143.64
20240510155001,2.09,1009.69,27.69,62.54,19690.65
20240510160001,2.13,1010.5,25.43,65.65,15452.67
20240510161001,1.84,1009.98,27.12,60.33,14679.3
20240510162001,1.63,1010.42,28.09,56.98,22087.08
20240510163001,1.54,1010.55,28.07,58.49,22892.67
20240510164001,1.98,1010.25,30.22,52.89,33867.46
20240510165001,1.35,1010.42,31.95,46.81,39007.63
20240524090001,0.06,1006.56,29.9,98.32,15711.99
20240524091001,0.05,1008.2,26.51,99.73,8527.43
20240524092001,0.06,1007.96,27.35,98.93,8887.06
20240524093001,0.07,1007.97,27.89,98.2,12652.31
20240524094001,0.05,1007.64,29.26,97.36,18340.62
20240524095001,0.07,1006.82,30.77,98.24,21887.94
20240524100001,0.08,1007.02,29.82,98.34,19165.72
20240524101001,0.09,1007.19,29.28,98.48,16291.97
20240524102001,0.06,1006.72,31.02,97.25,22194.23
20240524103001,0.04,1006.33,31.39,98.08,23246.72
20240524104001,0.05,1006.22,30.93,98.47,20238.75
20240524105001,0.05,1006.05,31.13,97.92,19800.09
20240524110001,0.05,1006.06,30.6,98.43,16614.94
20240524111001,0.05,1007.96,26.91,99.55,9431.74
20240524112001,0.06,1007.69,27.8,98.76,9805.24
20240524113001,0.06,1007.69,28.65,97.78,15354.94
20240524114001,0.05,1007.6,29.86,96.97,22489.1
20240524115001,0.06,1007.18,30.99,95.47,25826.73
20240524120001,0.09,1007.59,29.9,92.18,21318.26
20240524121001,0.09,1007.4,30.04,93.25,19295.67
20240524122001,0.05,1007.76,31.65,83.13,27164.98
20240524123001,0.04,1007.58,32.02,80.4,26487.3
20240524124001,0.04,1007.58,31.59,79.93,23352.59
20240524125001,0.05,1007.38,31.89,80.51,23552.4
20240524130001,0.05,1007.37,31.42,79.26,19193.68
20240524131001,0.22,1007.71,27.45,102.32,10979.93
20240524132001,0.25,1007.28,28.65,97.48,12090.05
20240524133001,0.32,1007.47,29.26,94.91,17871.6
20240524134001,0.31,1007.56,30.3,88.64,22932.84
20240524135001,0.26,1007.33,31.68,82.58,25772.24
20240524140001,0.7,1007.54,30.26,80.12,20838.55
20240524141001,0.41,1007.83,31.09,77.1,23313.39
20240524142001,0.26,1008.13,32.35,72.93,30836.48
20240524143001,0.83,1007.68,31.36,74.54,25962.3
20240524144001,0.41,1007.54,32.16,71.96,24835.72
20240524145001,0.49,1007.33,31.96,72.3,22131.9
20240524150001,0.43,1007.29,31.71,72.67,19390.45
20240524151001,0.27,1008.61,25.93,98.87,7815.83
20240524152001,0.26,1008.08,27.6,94.5,9498.54
20240524153001,0.23,1008.38,28.17,92.5,15399.75
20240524154001,0.38,1008.38,28.89,90.29,21586.58
20240524155001,0.31,1007.88,30.26,89.09,25622.28
20240524160001,0.64,1007.92,28.93,88.91,20436.34
20240524161001,0.33,1007.95,29.25,89.72,19782.01
20240524162001,0.41,1008.01,30.59,85.21,27315.38
20240524163001,0.5,1008.01,30.53,81.5,26608.4
20240524164001,0.33,1007.8,30.8,79.89,23565.36
20240524165001,0.34,1007.87,30.9,77.26,22824.84
20240623090001,-0.05,998.68,52.03,32.91,48400.66
20240623091001,-0.03,1002.76,43.33,49.16,44893.28
20240623092001,-0.03,1002.72,42.75,47.46,33766.74
20240623093001,-0.01,1002.2,45.39,41.83,40957.73
20240623094001,-0.0,1002.51,45.76,39.86,45702.1
20240623095001,0.01,1002.74,46.3,38.09,51096.08
20240623100001,0.02,1002.64,47.38,35.23,55651.08
20240623101001,0.03,1002.81,47.3,35.03,56798.51
20240623102001,0.01,1001.93,49.8,30.62,60361.48
20240623103001,0.02,1001.38,50.95,28.44,63200.94
20240623104001,-0.0,1001.53,51.25,27.59,67945.16
20240623105001,-0.01,1001.93,51.47,27.12,73655.94
20240623110001,-0.03,1002.27,50.81,27.18,69097.68
20240623111001,0.72,1003.08,41.42,42.81,31647.82
20240623112001,0.85,1000.39,43.45,37.5,10985.56
20240623113001,0.83,999.57,45.77,33.18,16933.82
20240623114001,0.7,999.27,45.19,35.79,8847.44
20240623115001,0.8,998.67,46.11,33.69,9968.62
20240623120001,0.78,998.16,47.63,31.45,13448.78
20240623121001,0.69,997.29,49.27,28.61,13188.84
20240623122001,0.36,995.56,52.96,22.05,11545.77
20240623123001,0.39,995.84,51.46,27.44,11636.45
20240623124001,0.61,995.7,51.71,24.97,11907.3
20240623125001,0.58,995.5,52.15,25.56,14849.04
20240623130001,0.68,996.47,51.55,26.39,21791.54
20240623131001,0.72,998.07,48.46,29.85,23322.78
20240623132001,0.58,998.34,48.3,29.86,18896.81
20240623133001,0.39,998.14,49.07,28.63,18440.2
20240623134001,0.38,998.76,50.18,27.34,34208.4
20240623135001,0.26,999.59,49.82,26.12,37247.13
20240623140001,0.26,999.57,50.66,26.06,39722.42
20240623141001,0.29,999.44,51.48,22.93,45831.92
20240623142001,0.19,998.88,52.75,22.44,46268.52
20240623143001,0.14,998.52,53.73,20.99,51254.82
20240623144001,0.2,998.84,53.03,22.3,54132.48
20240623145001,0.16,999.11,53.43,21.94,58593.7
20240623150001,0.17,999.59,52.19,23.43,56027.07
20240623151001,0.07,1005.0,41.54,43.06,48808.15
20240623152001,0.05,1004.73,41.31,40.87,36118.3
20240623153001,0.04,1004.42,44.04,35.9,46229.5
20240623154001,0.03,1004.78,44.4,34.1,50721.18
20240623155001,0.03,1004.98,44.95,32.45,56186.12
20240623160001,0.04,1004.64,46.5,29.4,61778.15
20240623161001,0.04,1004.46,46.99,28.41,63402.93
20240623162001,0.02,1003.66,49.05,25.21,67505.43
20240623163001,0.02,1002.56,50.49,23.11,65611.58
20240623164001,-0.01,1002.15,51.51,21.76,68822.47
20240623165001,-0.01,1002.68,51.39,21.56,75514.47
20240627090001,-0.02,1001.78,48.83,33.06,57175.57
20240627091001,-0.03,1005.66,37.5,58.45,34227.4
20240627092001,-0.04,1004.31,40.66,48.34,32657.04
20240627093001,0.04,1004.08,42.68,43.97,39334.27
20240627094001,0.03,1004.21,43.32,41.2,43868.82
20240627095001,0.04,1004.51,44.46,37.31,54877.08
20240627100001,0.03,1004.07,45.09,35.17,52459.26
20240627101001,0.03,1004.02,45.83,33.3,55958.34
20240627102001,0.03,1004.06,46.58,31.14,60477.56
20240627103001,0.02,1004.33,46.66,30.52,63581.64
20240627104001,0.01,1004.36,47.65,28.71,69806.64
20240627105001,0.03,1005.05,47.66,27.45,77007.38
20240627110001,0.01,1005.36,47.86,27.05,79681.66
20240627111001,0.25,1005.57,38.52,40.41,24051.1
20240627112001,0.26,1001.89,42.45,32.86,6513.99
20240627113001,0.24,999.12,48.95,26.81,25197.87
20240627114001,0.22,1000.57,47.63,28.9,26981.79
20240627115001,0.41,1000.48,46.51,26.3,25670.78
20240627120001,0.47,1001.25,46.58,25.65,34825.77
20240627121001,0.59,1001.16,48.2,22.52,45719.47
20240627122001,0.57,1000.39,49.52,21.29,45597.18
20240627123001,0.46,1000.3,50.33,21.99,50263.61
20240627124001,0.41,1000.21,50.31,22.54,49713.7
20240627125001,0.66,1000.87,49.73,22.98,56683.06
20240627130001,0.61,1001.76,49.69,23.13,62920.02
20240627131001,0.2,1005.61,30.13,89.71,1888.11
20240627132001,0.07,1005.45,31.8,88.96,1402.51
20240627133001,0.1,1005.12,32.86,92.68,6590.0
20240627134001,-0.03,1007.0,30.21,93.99,12547.64
20240627135001,0.04,1005.36,31.09,91.5,2991.11
20240627140001,0.11,1006.2,30.41,91.03,9084.53
20240627141001,0.12,1005.93,30.51,87.71,7427.75
20240627142001,0.15,1004.65,31.82,83.08,3642.79
20240627143001,0.1,1004.96,32.12,83.05,5369.4
20240627144001,0.05,1004.68,33.15,80.26,5347.02
20240627145001,0.08,1005.14,33.22,74.39,6893.96
20240627150001,0.02,1005.43,33.25,71.97,6686.54
20240627151001,0.01,1007.82,29.77,71.73,6356.2
20240627152001,0.02,1007.63,30.62,68.52,4915.96
20240627153001,0.02,1007.57,31.07,67.98,6764.07
20240627154001,0.02,1007.6,31.13,67.09,6983.01
20240627155001,0.01,1007.59,31.43,65.51,7295.96
20240627160001,0.0,1007.47,31.78,64.47,7825.73
20240627161001,0.0,1007.39,32.07,62.93,8306.63
20240627162001,0.01,1007.34,32.26,61.88,8429.42
20240627163001,0.01,1007.36,32.39,61.35,9080.46
20240627164001,0.0,1007.3,32.41,61.64,8984.18
20240627165001,0.01,1007.24,32.74,59.69,9173.27
20240713090001,0.02,1003.11,46.61,41.26,52910.58
20240713091001,-0.01,1007.65,30.82,72.75,20106.3
20240713092001,0.03,1005.95,34.24,62.45,10297.62
20240713093001,0.02,1006.61,33.25,66.2,12221.94
20240713094001,0.02,1006.13,32.1,69.25,5581.42
20240713095001,0.04,1006.63,33.45,64.09,15851.43
20240713100001,-0.01,1006.99,34.01,59.98,17873.64
20240713101001,-0.0,1006.61,34.84,57.22,18044.27
20240713102001,0.01,1006.52,33.34,62.45,9291.11
20240713103001,0.02,1006.65,33.23,63.44,9871.75
20240713104001,0.01,1006.51,35.94,55.71,22446.25
20240713105001,0.03,1006.97,40.43,43.85,52439.49
20240713110001,0.0,1006.72,39.82,42.94,42845.83
20240713111001,0.61,1003.01,38.04,48.35,-1880.46
20240713112001,0.86,999.9,44.62,35.98,10539.66
20240713113001,0.87,1001.88,38.71,49.28,6527.28
20240713114001,0.89,1004.36,35.42,60.51,14455.67
20240713115001,0.93,1004.98,33.94,67.76,12554.64
20240713120001,0.93,1004.29,36.22,60.38,15880.64
20240713121001,1.08,1003.6,38.19,53.09,21160.46
20240713122001,0.97,1004.03,35.41,61.02,12906.62
20240713123001,0.65,1004.01,35.16,66.36,10759.82
20240713124001,0.75,1003.77,37.92,56.62,21736.21
20240713125001,0.71,1001.33,44.3,37.58,26604.91
20240713130001,1.11,999.21,45.67,33.73,15568.53
20240713131001,0.65,999.18,44.27,36.45,6776.34
20240713132001,0.72,998.56,45.57,33.28,10174.09
20240713133001,0.56,1001.44,41.31,41.13,14370.72
20240713134001,0.59,1003.85,37.3,51.86,14996.05
20240713135001,0.55,1004.75,36.73,53.33,16758.02
20240713140001,0.61,1004.86,37.92,48.86,21554.62
20240713141001,0.51,1004.98,38.96,45.49,26602.12
20240713142001,0.53,1004.9,36.49,52.11,15512.99
20240713143001,0.51,1004.99,36.23,53.68,16295.97
20240713144001,0.34,1005.35,39.43,45.89,35135.04
20240713145001,0.44,1004.48,45.59,33.59,61578.96
20240713150001,0.49,1002.93,47.97,27.41,58159.32
20240713151001,0.18,1006.72,38.49,47.0,47392.27
20240713152001,0.11,1005.59,39.67,43.02,33130.54
20240713153001,0.04,1005.92,36.15,54.58,19942.5
20240713154001,0.02,1006.39,34.62,60.04,17926.3
20240713155001,0.04,1007.03,35.42,56.06,26741.92
20240713160001,0.03,1007.08,36.26,52.1,28798.04
20240713161001,0.03,1007.02,37.08,49.19,30971.68
20240713162001,0.02,1006.78,34.57,56.58,17096.56
20240713163001,0.03,1006.73,34.54,56.95,16692.12
20240713164001,0.04,1006.83,37.67,49.0,33594.22
20240713165001,0.05,1006.32,43.99,35.6,67786.8
20240715090001,-0.01,1002.54,46.89,37.06,53652.4
20240715091001,-0.02,1007.95,30.78,70.61,16908.68
20240715092001,-0.05,1006.97,33.94,58.64,14603.9
20240715093001,0.04,1007.35,34.85,57.41,21147.51
20240715094001,0.03,1007.62,35.42,54.38,27601.02
20240715095001,0.04,1006.88,37.1,48.6,28897.28
20240715100001,0.04,1006.59,37.08,48.2,27422.94
20240715101001,0.04,1006.35,38.15,44.51,30738.98
20240715102001,0.05,1006.3,38.6,41.85,31747.13
20240715103001,0.04,1006.72,38.58,41.54,35630.78
20240715104001,0.01,1006.78,38.16,43.16,33583.25
20240715105001,0.03,1006.86,39.34,40.94,40331.47
20240715110001,0.02,1006.94,39.07,41.97,40188.96
20240715111001,0.46,1005.48,33.88,63.66,6991.57
20240715112001,0.45,1003.14,39.98,45.39,14758.43
20240715113001,1.0,1002.09,41.18,41.63,12565.32
20240715114001,0.36,1001.12,43.24,37.47,10799.56
20240715115001,0.49,999.88,44.89,35.45,9459.13
20240715120001,0.48,999.71,45.87,32.64,16093.4
20240715121001,0.71,999.33,45.95,30.35,14873.41
20240715122001,0.86,998.2,47.73,26.77,13628.88
20240715123001,0.81,997.79,48.09,27.7,12552.26
20240715124001,0.98,998.39,47.06,30.16,16359.99
20240715125001,1.07,998.62,46.92,30.6,17802.41
20240715130001,1.18,999.35,46.57,31.53,24016.06
20240715131001,0.58,1002.84,39.03,48.1,17008.38
20240715132001,0.43,1002.53,40.61,42.33,13627.87
20240715133001,0.37,1001.26,44.45,34.83,18607.28
20240715134001,0.22,1001.34,46.88,31.11,35389.58
20240715135001,0.25,1000.81,48.03,27.27,34672.74
20240715140001,0.31,1001.07,46.79,28.12,33191.4
20240715141001,0.23,1001.0,48.09,26.33,37607.67
20240715142001,0.22,1000.94,48.72,24.97,42103.56
20240715143001,0.4,1001.11,48.61,25.47,46190.46
20240715144001,0.39,1001.38,48.64,25.29,48833.62
20240715145001,0.3,1001.39,49.18,25.81,52448.83
20240715150001,0.3,1002.02,48.39,26.66,55090.2
20240715151001,0.09,1007.43,34.09,58.63,26901.58
20240715152001,0.05,1006.27,37.41,49.61,28466.74
20240715153001,0.09,1006.63,39.48,44.55,41340.67
20240715154001,0.08,1007.18,40.63,39.63,51218.72
20240715155001,0.08,1006.15,43.25,33.41,55347.89
20240715160001,0.06,1006.0,42.34,33.65,50754.35
20240715161001,0.02,1005.79,43.8,30.7,56621.66
20240715162001,0.0,1005.21,45.35,27.39,59176.48
20240715163001,0.02,1005.06,46.35,25.68,64758.32
20240715164001,0.02,1005.48,45.95,26.06,65906.2
20240715165001,0.04,1005.81,46.81,25.18,73558.82
20240927090004,0.1,1005.34,42.01,56.48,66118.11
20240927091004,-0.07,1006.58,25.31,103.8,-221.98
20240927092004,0.19,1007.17,28.28,97.45,5778.15
20240927093004,-0.06,1008.26,27.25,99.05,8628.04
20240927094004,-0.03,1007.5,28.47,95.6,7940.75
20240927095004,0.07,1005.89,29.75,99.69,6707.69
20240927100004,0.16,1006.23,29.98,96.75,11617.41
20240927101004,0.07,1005.86,30.57,96.44,12128.41
20240927102004,0.08,1005.41,30.7,98.16,10538.51
20240927103004,0.04,1005.71,30.97,98.88,13726.88
20240927104004,0.05,1005.51,31.15,97.47,13194.96
20240927105004,0.06,1004.82,32.37,98.45,15090.1
20240927110004,0.05,1004.41,33.0,97.63,16955.51
20240927111004,0.85,1007.5,25.23,100.36,2823.99
20240927112004,0.23,1007.44,27.85,97.58,6991.14
20240927113004,0.21,1007.36,27.85,97.33,7981.38
20240927114004,0.18,1007.01,28.67,98.0,10119.48
20240927115004,0.49,1005.89,30.1,98.42,12481.13
20240927120004,1.1,1004.31,32.37,96.97,18933.68
20240927121004,1.45,1003.38,32.7,97.82,18250.4
20240927122004,1.47,1003.9,32.09,96.58,20399.07
20240927123004,1.78,1002.31,37.65,67.18,25670.58
20240927124004,1.46,1002.7,39.73,54.28,32787.72
20240927125004,1.17,1003.34,40.71,48.2,39951.04
20240927130004,1.33,1003.43,40.24,49.8,38916.52
20240927131004,0.17,1007.2,24.58,104.61,-4387.65
20240927132004,0.13,1007.31,27.74,100.45,4251.61
20240927133004,0.26,1007.59,28.19,95.14,9106.38
20240927134004,-0.08,1008.41,27.82,96.35,13703.09
20240927135004,0.12,1006.79,28.42,101.85,7787.4
20240927140004,0.32,1007.57,27.74,96.25,10091.63
20240927141004,0.15,1006.96,28.67,95.62,8708.36
20240927142004,0.08,1006.19,29.67,97.12,9165.23
20240927143004,0.08,1006.02,29.88,98.38,10256.99
20240927144004,0.09,1005.97,29.79,97.88,8956.16
20240927145004,0.09,1005.73,30.5,97.79,10107.62
20240927150004,0.05,1005.46,30.94,97.92,10939.72
20240927151004,0.74,1012.93,23.91,92.21,31363.06
20240927152004,0.98,1015.43,15.39,88.35,-3502.08
20240927153004,0.98,1014.06,19.32,88.67,5400.63
20240927154004,1.39,1014.85,18.18,85.88,7650.27
20240927155004,1.46,1014.79,17.34,88.88,3441.17
20240927160004,1.5,1014.28,17.95,87.58,2276.64
20240927161004,1.19,1014.84,18.09,85.51,4011.38
20240927162004,1.19,1015.12,17.7,85.79,3756.77
20240927163004,0.79,1015.15,18.8,82.55,5410.49
20240927164004,0.9,1015.2,18.58,83.04,5741.47
20240927165004,1.07,1015.05,19.03,81.18,7800.46
20241018090004,0.02,1005.99,44.35,44.46,74665.71
20241018091004,0.0,1007.38,36.01,86.05,57083.74
20241018092004,0.09,1007.45,37.98,74.78,67336.72
20241018093004,0.11,1008.08,37.0,73.98,68605.17
20241018094004,0.07,1008.87,37.66,66.18,75742.75
20241018095004,0.05,1008.15,38.86,59.93,73200.58
20241018100004,0.06,1008.06,40.4,52.85,80607.25
20241018101004,0.04,1008.82,40.77,50.37,84294.38
20241018102004,0.04,1009.01,41.54,48.18,85712.92
20241018103004,0.04,1009.43,42.91,44.1,99120.82
20241018104004,0.03,1010.1,43.74,40.37,106653.21
20241018105004,-0.02,1009.26,44.95,37.28,103482.0
20241018110004,0.04,1008.58,46.58,35.84,108036.58
20241018111004,0.14,1007.12,30.68,87.3,17359.83
20241018112004,0.27,1005.27,28.6,100.49,-7937.27
20241018113004,0.09,1008.47,27.22,89.52,2194.25
20241018114004,-0.03,1007.4,27.92,96.54,4815.9
20241018115004,0.12,1006.31,28.22,99.61,1687.29
20241018120004,0.22,1006.4,28.8,96.38,4175.04
20241018121004,0.06,1006.82,28.45,96.24,4182.06
20241018122004,0.05,1006.72,28.75,99.65,5851.3
20241018123004,0.01,1006.62,28.52,99.66,5941.18
20241018124004,0.07,1006.67,28.08,99.47,4279.1
20241018125004,0.06,1006.13,28.85,99.74,4035.57
20241018130004,0.05,1005.72,29.91,98.27,5303.55
20241018131004,0.05,1008.06,26.07,99.37,2320.7
20241018132004,0.06,1008.04,26.57,98.61,2503.37
20241018133004,0.05,1007.93,26.71,98.71,2617.1
20241018134004,0.06,1007.95,26.68,98.58,2698.04
20241018135004,0.06,1007.92,26.79,98.71,2914.9
20241018140004,0.05,1007.78,27.04,98.59,3244.65
20241018141004,0.05,1007.57,27.25,98.77,3099.98
20241018142004,0.05,1007.37,27.54,98.67,3319.09
20241018143004,0.05,1007.25,27.72,98.57,3442.79
20241018144004,0.05,1006.98,28.09,98.51,3587.8
20241018145004,0.05,1006.79,28.33,98.52,3665.75
20241018150004,0.06,1006.69,28.5,98.44,3944.86
20241018151004,0.75,1012.9,24.37,92.23,31766.26
20241018152004,1.01,1015.37,15.94,88.38,-578.38
20241018153004,1.03,1014.37,18.57,89.67,4386.93
20241018154004,1.4,1014.77,18.27,86.24,7754.49
20241018155004,1.48,1014.84,17.13,89.44,3240.24
20241018160004,1.52,1014.29,17.96,87.25,2280.9
20241018161004,1.22,1014.88,18.06,85.05,4111.18
20241018162004,1.19,1015.09,17.74,85.56,3882.24
20241018163004,0.81,1015.14,18.81,82.34,5504.09
20241018164004,0.91,1015.25,18.58,82.71,6051.79
20241018165004,1.07,1015.08,19.08,80.73,7816.43
20240918090007,0.06,1008.6,26.03,98.8,3984.42
20240918091007,0.07,1007.22,27.81,98.6,2318.15
20240918092007,0.06,1007.34,27.76,98.44,4003.96
20240918093007,0.06,1007.0,28.18,98.38,3781.6
20240918094007,0.05,1006.56,28.8,98.6,4005.52
20240918095007,0.05,1006.18,29.39,98.35,4979.38
20240918100007,0.06,1005.93,29.53,98.52,4249.14
20240918101007,0.06,1005.77,29.62,98.62,3320.81
20240918102007,0.05,1005.76,29.7,98.41,3711.16
20240918103007,0.05,1005.86,29.51,98.45,3575.11
20240918104007,0.05,1005.87,29.35,98.58,2723.81
20240918105007,0.05,1005.83,29.4,98.53,2631.24
20240918110007,0.05,1005.87,29.33,98.47,2626.1
20240918111007,0.65,1007.77,26.12,98.49,4104.1
20240918112007,0.31,1007.87,26.69,98.37,4751.93
20240918113007,0.21,1007.92,26.57,98.73,4143.2
20240918114007,0.24,1007.82,26.73,98.85,4237.04
20240918115007,0.1,1007.93,27.07,98.33,5935.85
20240918120007,0.08,1007.78,26.99,98.64,4098.4
20240918121007,0.15,1007.76,26.72,98.96,2970.93
20240918122007,0.09,1007.76,26.95,98.55,3560.29
20240918123007,0.1,1007.81,26.83,98.5,3439.91
20240918124007,0.06,1007.69,26.93,98.76,2598.29
20240918125007,0.06,1007.8,26.83,98.75,2662.59
20240918130007,0.1,1008.09,26.47,98.72,2733.39
20240918131007,0.06,1007.8,27.07,98.54,3316.82
20240918132007,0.06,1007.75,27.19,98.52,4085.31
20240918133007,0.06,1007.58,27.37,98.57,3894.35
20240918134007,0.06,1007.52,27.41,98.73,3673.85
20240918135007,0.06,1007.5,27.55,98.51,4466.96
20240918140007,0.06,1007.18,27.91,98.54,4040.14
20240918141007,0.06,1007.08,27.91,98.68,3401.94
20240918142007,0.06,1007.11,27.86,98.62,3346.34
20240918143007,0.05,1007.35,27.47,98.73,3055.48
20240918144007,0.05,1007.21,27.6,98.75,2326.2
20240918145007,0.06,1007.08,27.76,98.69,2161.99
20240918150007,0.05,1007.24,27.56,98.65,2327.33
20240918151007,0.75,1012.91,24.34,92.38,30880.55
20240918152007,1.02,1015.37,16.22,88.04,749.74
20240918153007,1.04,1014.44,18.4,89.87,4205.79
20240918154007,1.41,1014.74,18.31,86.34,7821.75
20240918155007,1.49,1014.85,17.12,89.48,3356.09
20240918160007,1.53,1014.32,17.93,87.29,2364.54
20240918161007,1.23,1014.88,18.06,84.93,4134.74
20240918162007,1.19,1015.09,17.74,85.54,3891.48
